timestamp,phase,battery_v,x_m,y_m,z_m
1776993136.262623,takeoff,3.737243413925171,0.05741181597113609,0.21060316264629364,0.0022765262983739376
1776993136.367701,takeoff,3.8322582244873047,0.04696916788816452,0.2116697132587433,0.003931598272174597
1776993136.470678,takeoff,3.8586511611938477,0.041823722422122955,0.22013640403747559,0.004311808850616217
1776993136.5731661,takeoff,3.853372573852539,0.04032953083515167,0.216012641787529,0.004569915123283863
1776993136.676223,takeoff,3.8480939865112305,0.04117675498127937,0.2459677904844284,0.0022463775239884853
1776993136.779479,takeoff,3.8375368118286133,0.03985605016350746,0.24221470952033997,0.0028862084727734327
1776993136.884711,takeoff,3.8322582244873047,0.048090752214193344,0.2518434524536133,0.003257449483498931
1776993136.986804,takeoff,3.8217010498046875,0.039700355380773544,0.2523907721042633,0.005944774020463228
1776993137.0870268,takeoff,3.8111438751220703,0.026974571868777275,0.23959359526634216,0.004252423997968435
1776993137.1921961,takeoff,3.7794721126556396,0.035147588700056076,0.24017569422721863,0.002522494178265333
1776993137.2949572,takeoff,3.763636350631714,0.032334983348846436,0.23006102442741394,0.002750975312665105
1776993137.4004412,takeoff,3.747800588607788,0.022442124783992767,0.23428013920783997,0.006642105523496866
1776993137.5055602,takeoff,3.7530791759490967,0.050619032233953476,0.20859116315841675,0.00877048633992672
1776993137.61066,takeoff,3.7530791759490967,0.08206212520599365,0.1788385510444641,0.027529263868927956
1776993137.711858,takeoff,3.763636350631714,0.08565349131822586,0.16649459302425385,0.059119321405887604
1776993137.812535,takeoff,3.737243413925171,0.07127324491739273,0.17785140872001648,0.08863866329193115
1776993137.913322,takeoff,3.7266862392425537,0.05261300504207611,0.1867823302745819,0.1038997694849968
1776993138.0183969,takeoff,3.710850477218628,0.02893415093421936,0.19285045564174652,0.12104838341474533
1776993138.1224809,takeoff,3.721407651901245,0.010412324219942093,0.19510112702846527,0.143265038728714
1776993138.225249,takeoff,3.7055718898773193,0.005989688448607922,0.1931634098291397,0.16457995772361755
1776993138.326109,takeoff,3.721407651901245,0.007483851630240679,0.19138826429843903,0.19250725209712982
1776993138.429229,takeoff,3.7161290645599365,0.014189455658197403,0.18082569539546967,0.22746846079826355
1776993138.530537,takeoff,3.721407651901245,0.024372264742851257,0.1674019992351532,0.26703983545303345
1776993138.635606,takeoff,3.721407651901245,0.035957202315330505,0.15618479251861572,0.3108649253845215
1776993138.739317,takeoff,3.737243413925171,0.046119507402181625,0.14555726945400238,0.3519411087036133
1776993138.844366,takeoff,3.747800588607788,0.055215779691934586,0.1349509358406067,0.3916718065738678
1776993138.945027,takeoff,3.737243413925171,0.06630726903676987,0.12905500829219818,0.42600128054618835
1776993139.046342,takeoff,3.7425220012664795,0.06397338211536407,0.13774600625038147,0.4572980999946594
1776993139.148725,hover,3.737243413925171,0.0659690722823143,0.1379454880952835,0.4785389304161072
1776993139.252136,hover,3.7266862392425537,0.07278653979301453,0.1503683477640152,0.4963425099849701
1776993139.355764,hover,3.7266862392425537,0.07626891881227493,0.16686713695526123,0.5093639492988586
1776993139.460159,hover,3.721407651901245,0.07758836448192596,0.17786356806755066,0.5173110961914062
1776993139.5625322,hover,3.710850477218628,0.08071984350681305,0.18817341327667236,0.5226701498031616
1776993139.6676118,hover,3.7055718898773193,0.08465984463691711,0.18831415474414825,0.5279238224029541
1776993139.770484,hover,3.7002933025360107,0.09287621080875397,0.15977290272712708,0.5383104681968689
1776993139.8726988,hover,3.710850477218628,0.08860699832439423,0.14089976251125336,0.5446579456329346
1776993139.973022,hover,3.710850477218628,0.09300030022859573,0.12115475535392761,0.5498397350311279
1776993140.078082,hover,3.710850477218628,0.09223302453756332,0.11160168796777725,0.5568127036094666
1776993140.181428,hover,3.710850477218628,0.09157727658748627,0.0966310128569603,0.5621717572212219
1776993140.2864718,hover,3.710850477218628,0.0896357074379921,0.09891536086797714,0.56609046459198
1776993140.39152,hover,3.7002933025360107,0.08974457532167435,0.10955885797739029,0.5651575326919556
1776993140.495841,hover,3.695014715194702,0.09011192619800568,0.12414030730724335,0.5652019381523132
1776993140.6008892,hover,3.7002933025360107,0.0880083218216896,0.14860603213310242,0.56507807970047
1776993140.70593,hover,3.7002933025360107,0.08796948194503784,0.15611694753170013,0.5675349235534668
1776993140.810988,hover,3.7055718898773193,0.086466945707798,0.1683253049850464,0.5684365630149841
1776993140.911642,hover,3.695014715194702,0.08371155709028244,0.17193716764450073,0.5671495199203491
1776993141.012535,hover,3.695014715194702,0.08500178903341293,0.16560140252113342,0.5670666098594666
1776993141.1167629,hover,3.695014715194702,0.08329751342535019,0.15492311120033264,0.5678810477256775
1776993141.217946,hover,3.695014715194702,0.07788743823766708,0.15100114047527313,0.5699750781059265
1776993141.3201349,hover,3.695014715194702,0.07353817671537399,0.14533329010009766,0.5684556365013123
1776993141.424813,hover,3.6897361278533936,0.0692947581410408,0.14515657722949982,0.5658057332038879
1776993141.528468,hover,3.6897361278533936,0.057053662836551666,0.15323171019554138,0.5639553070068359
1776993141.633564,hover,3.6897361278533936,0.05099644884467125,0.16490620374679565,0.5610555410385132
1776993141.738716,hover,3.684457540512085,0.0529501810669899,0.1782631129026413,0.5584977865219116
1776993141.839373,hover,3.6897361278533936,0.048785869032144547,0.1907183974981308,0.5585862398147583
1776993141.944488,hover,3.6897361278533936,0.05300339683890343,0.21021784842014313,0.5563055276870728
1776993142.045856,hover,3.6739003658294678,0.056962039321660995,0.22269558906555176,0.5525563359260559
1776993142.149546,land,3.6739003658294678,0.05485784262418747,0.2262614369392395,0.5496559143066406
1776993142.253739,land,3.6739003658294678,0.05223676562309265,0.2249303162097931,0.5473877191543579
1776993142.35554,land,3.6791789531707764,0.04733279347419739,0.212837353348732,0.5441427826881409
1776993142.4581592,land,3.6739003658294678,0.04822521656751633,0.19224666059017181,0.5429161787033081
1776993142.56252,land,3.6791789531707764,0.04723237082362175,0.17669296264648438,0.5460140705108643
1776993142.663529,land,3.6791789531707764,0.04751710593700409,0.1613488346338272,0.5469038486480713
1776993142.7678,land,3.6739003658294678,0.048432957381010056,0.14450253546237946,0.5477632880210876
1776993142.87111,land,3.668621778488159,0.05289681628346443,0.1465013325214386,0.543981671333313
1776993142.975578,land,3.6633431911468506,0.058562859892845154,0.1640406847000122,0.5361029505729675
1776993143.079232,land,3.668621778488159,0.06276407092809677,0.17651216685771942,0.5312461853027344
1776993143.183182,land,3.6739003658294678,0.06393785774707794,0.1926352083683014,0.5242652893066406
1776993143.28515,land,3.6633431911468506,0.0685400441288948,0.21268218755722046,0.5165591835975647
1776993143.385943,land,3.6739003658294678,0.05999324098229408,0.22911161184310913,0.5132386684417725
1776993143.491034,land,3.6633431911468506,0.05443159490823746,0.23527118563652039,0.508833110332489
1776993143.5959191,land,3.6791789531707764,0.047978371381759644,0.2416323870420456,0.5072531700134277
1776993143.697815,land,3.668621778488159,0.03905486315488815,0.24087314307689667,0.4998120069503784
1776993143.80287,land,3.658064603805542,0.034855883568525314,0.2403203547000885,0.4929839074611664
1776993143.903012,land,3.658064603805542,0.03625648468732834,0.2375538945198059,0.48642614483833313
1776993144.0073159,land,3.658064603805542,0.0475761741399765,0.23455782234668732,0.4782184958457947
1776993144.10818,land,3.658064603805542,0.055005915462970734,0.2219516485929489,0.46716898679733276
1776993144.2132459,land,3.6633431911468506,0.06897864490747452,0.2118731439113617,0.45650914311408997
1776993144.317775,land,3.6633431911468506,0.07389897853136063,0.19918270409107208,0.446603924036026
1776993144.423226,land,3.658064603805542,0.0801459327340126,0.18906405568122864,0.433377742767334
1776993144.524256,land,3.668621778488159,0.0772944837808609,0.1774599701166153,0.4196327328681946
1776993144.625192,land,3.658064603805542,0.07932762056589127,0.17681556940078735,0.40301233530044556
1776993144.729197,land,3.658064603805542,0.07938152551651001,0.1733866184949875,0.3827762305736542
1776993144.829626,land,3.6633431911468506,0.07849489152431488,0.2114381641149521,0.3630187511444092
1776993144.93041,land,3.658064603805542,0.07750577479600906,0.20915305614471436,0.3409252166748047
1776993145.0354922,land,3.6633431911468506,0.07397890090942383,0.21568386256694794,0.32274970412254333
1776993145.140578,land,3.6633431911468506,0.07332263886928558,0.22832827270030975,0.2981182336807251
1776993145.245674,land,3.6633431911468506,0.06907535344362259,0.22084181010723114,0.27281874418258667
1776993145.347938,land,3.6527860164642334,0.07183366268873215,0.2264527678489685,0.2481609731912613
1776993145.453027,land,3.647507429122925,0.06612948328256607,0.2379196435213089,0.2204209268093109
1776993145.5568378,land,3.642228841781616,0.061966508626937866,0.24228535592556,0.19120657444000244
1776993145.661382,land,3.631671667098999,0.048406198620796204,0.23920612037181854,0.16225063800811768
1776993145.761684,land,3.631671667098999,0.037469182163476944,0.2304227501153946,0.13635492324829102
1776993145.8668091,land,3.631671667098999,0.030804922804236412,0.22048677504062653,0.11233775317668915
1776993145.967552,land,3.631671667098999,0.029013019055128098,0.21077963709831238,0.08857084810733795
1776993146.070382,land,3.647507429122925,0.04017934948205948,0.18910031020641327,0.06474229693412781
